iter	Logloss
154	0.1599234483
155	0.1598152941
156	0.1597581704
157	0.1597205558
158	0.1596078579
159	0.1594393168
160	0.1593926491
161	0.159303602
162	0.1592444502
163	0.1591355206
164	0.1590129117
165	0.1589822604
166	0.1589087536
167	0.1588511967
168	0.1587705555
169	0.1586967558
170	0.1585805349
171	0.1585237158
172	0.1583258898
173	0.1581208836
174	0.1579307629
175	0.1577868885
176	0.1576365086
177	0.1575184208
178	0.1574319761
179	0.1573578436
180	0.157243869
181	0.1571612869
182	0.1570462167
183	0.1569840778
184	0.1569153507
185	0.1567793648
186	0.1566957573
187	0.1566413559
188	0.1565656896
189	0.1564968917
190	0.1564597568
191	0.1563794083
192	0.1563383076
193	0.1562534897
194	0.1561403245
195	0.1560905248
196	0.1559803994
197	0.1558688699
198	0.1557761664
199	0.1557273946
200	0.1556590633
201	0.1556209217
202	0.1554593342
203	0.1553982941
204	0.1552240989
205	0.1550689299
206	0.1549948082
207	0.154800593
208	0.1547534845
209	0.1545655557
210	0.1544610424
211	0.1543507299
212	0.1542286434
213	0.1541463525
214	0.1540963506
215	0.1538724883
216	0.1537441304
217	0.1535421145
218	0.1534148013
219	0.1532958616
220	0.1532088413
221	0.1530337711
222	0.1529459064
223	0.1528956281
224	0.1528438782
225	0.1527722597
226	0.1526332485
227	0.1525440317
228	0.1524685149
229	0.1524031234
230	0.1523261812
231	0.1521319528
232	0.1520939496
233	0.151988073
234	0.1519078718
235	0.1518571351
236	0.1518024576
237	0.151718229
238	0.1515625199
239	0.1515257997
240	0.1514411038
241	0.1512562065
242	0.1512031065
243	0.1511027156
244	0.1510472829
245	0.1509925758
246	0.1508459727
247	0.1508005447
248	0.1507172718
249	0.1506754313
250	0.1505057476
251	0.1504187301
252	0.1503154496
253	0.1502155804
254	0.1501142741
255	0.1500513342
256	0.1499810121
257	0.149921329
258	0.1498853725
259	0.1497924082
260	0.1496543979
261	0.1495321429
262	0.1494913867
263	0.1493451165
264	0.1492589868
265	0.1491131695
266	0.1490528071
267	0.1489331774
268	0.1488600438
269	0.1487555885
270	0.1486846531
271	0.1486344827
272	0.1485705685
273	0.1484176373
274	0.148263063
275	0.1481840651
276	0.1481134548
277	0.1480779921
278	0.1480174823
279	0.1479347624
280	0.1477973233
281	0.1477393357
282	0.1476805389
283	0.1476539808
284	0.1475882364
285	0.1475227702
286	0.147344202
287	0.1471916897
288	0.1471443161
289	0.1471198242
290	0.147020059
291	0.1469513334
292	0.1469118875
293	0.1468865019
294	0.1467978065
295	0.1467458728
296	0.1467019422
297	0.1466643216
298	0.1466387278
299	0.1466226977
300	0.14654811
301	0.1464883217
302	0.1464416506
303	0.1463710247
304	0.1462645812
305	0.1461837735
306	0.1461109579
307	0.1460693229
308	0.1460316162
309	0.1459522224
310	0.1458375169
311	0.1457949725
312	0.1457187466
313	0.1457012927
314	0.1456411479
315	0.1454973821
316	0.1453597599
317	0.1453161174
318	0.1452692493
319	0.1451939989
320	0.145158146
321	0.1451287439
322	0.1449902941
323	0.1449566095
324	0.1448902007
325	0.1447597182
326	0.1447147282
327	0.1446218863
328	0.1445586113
329	0.1444505956
330	0.1444025097
331	0.1443342281
332	0.1442515723
333	0.1442299411
334	0.1441682227
335	0.1441011986
336	0.144058411
337	0.1440108745
338	0.1439353813
339	0.1439000867
340	0.1437904747
341	0.1437383384
342	0.1435736453
343	0.143499326
344	0.1434669619
345	0.1434020364
346	0.1433586003
347	0.1433054702
348	0.1432370427
349	0.1431818683
350	0.1430726239
351	0.1429176353
352	0.1428694537
353	0.1428532763
354	0.1427723287
355	0.142692021
356	0.1426477462
357	0.1425777031
358	0.1425228786
359	0.1424809811
360	0.1424104104
361	0.1423598938
362	0.1423139149
363	0.1422361748
364	0.1422000428
365	0.1421074757
366	0.1420731228
367	0.1420160127
368	0.1419757921
369	0.1418794083
370	0.1417784583
371	0.1417179134
372	0.1416672623
373	0.1416259762
374	0.1415264887
375	0.14135853
376	0.1413257074
377	0.141224066
378	0.1411673557
379	0.141016606
380	0.140959189
381	0.1408396822
382	0.1407730086
383	0.1407305581
384	0.1405804638
385	0.1405117946
386	0.1404737117
387	0.1404369342
388	0.1403804837
389	0.1403326783
390	0.140283408
391	0.1402716272
392	0.140198975
393	0.1401587904
394	0.1401154376
395	0.1399814481
396	0.1399150356
397	0.1398499186
398	0.1398088068
399	0.1397235575
400	0.1395822333
401	0.1395332094
402	0.1394167064
403	0.139327702
404	0.139292371
405	0.1392512077
406	0.139205155
407	0.1391470468
408	0.1390285722
409	0.1389855811
410	0.138948115
411	0.1388887872
412	0.1388220882
413	0.1387884256
414	0.1387342272
415	0.1386419542
416	0.1385843886
417	0.1384977913
418	0.138437502
419	0.1383757126
420	0.1383087821
421	0.1382658791
422	0.1382128578
423	0.1381538228
424	0.1381067051
425	0.1380792056
426	0.1380682941
427	0.1379999075
428	0.1379335928
429	0.1378897444
430	0.1378423602
431	0.1377960623
432	0.1377290007
433	0.1376962471
434	0.1376326606
435	0.1375885614
436	0.1375538964
437	0.1375151964
438	0.1374808341
439	0.1373950791
440	0.1373533788
441	0.1372744794
442	0.1372160264
443	0.1371692946
444	0.1371230817
445	0.1370560012
446	0.1370188738
447	0.1369222759
448	0.1368492721
449	0.1367931947
450	0.1367441785
451	0.1366865185
452	0.1366291073
453	0.1365499636
454	0.1364657274
455	0.1363810611
456	0.1363143046
457	0.1362536637
458	0.1362124947
459	0.136160241
460	0.1360994446
461	0.1360447619
462	0.1360154668
463	0.1359688526
464	0.1359424416
465	0.1358978333
466	0.1358631326
467	0.1357903727
468	0.1357743765
469	0.1357320693
470	0.135675955
471	0.13563667
472	0.1355896949
473	0.1355270718
474	0.1354916731
475	0.1354117132
476	0.1353367147
477	0.1353016225
478	0.1352714243
479	0.1351771865
480	0.135124677
481	0.1350295516
482	0.1349562193
483	0.134890253
484	0.1348249574
485	0.134794088
486	0.1347326172
487	0.1347090031
488	0.1346248727
489	0.1345662905
490	0.1345154891
491	0.1344373253
492	0.1344034588
493	0.1343215435
494	0.1342785328
495	0.1342336991
496	0.1341896029
497	0.1341417013
498	0.1341107497
499	0.1340523972
500	0.1340085689
501	0.1339568001
502	0.13390418
503	0.1338834724
504	0.1338412911
505	0.1337822164
506	0.1337569119
507	0.1337219196
508	0.1336938033
509	0.1336516518
510	0.1336155947
511	0.1335622162
512	0.1335008043
513	0.1334645524
514	0.1333915193
515	0.1333488421
516	0.133287265
517	0.1332461004
518	0.1332030897
519	0.133144069
520	0.1331030309
521	0.1330629805
522	0.1330033483
523	0.1329651746
524	0.1329054743
525	0.1328391741
526	0.1327866236
527	0.1327243903
528	0.1326901695
529	0.1326424044
530	0.1325875682
531	0.132543523
532	0.1324844398
533	0.132418022
534	0.1323873954
535	0.1323476429
536	0.1323093375
537	0.1322775232
538	0.1322306242
539	0.1321804206
540	0.1321748861
541	0.1321086504
542	0.1320819454
543	0.1320306485
544	0.1319833726
545	0.13191414
546	0.131878791
547	0.1318371924
548	0.1317930789
549	0.1317202512
550	0.131671468
551	0.1316280521
552	0.1315613693
553	0.1315198568
554	0.1314865884
555	0.1314682237
556	0.1314288172
557	0.1313801069
558	0.1313134997
559	0.1312614585
560	0.1311861926
561	0.1311258962
562	0.1310888176
563	0.1310495532
564	0.131011877
565	0.130980379
566	0.1309342686
567	0.1308878759
568	0.1308618715
569	0.1308229512
570	0.1307808147
571	0.1307369971
572	0.1306688779
573	0.130618798
574	0.1305631225
575	0.1305061347
576	0.1304815187
577	0.1304313148
578	0.1303937284
579	0.1303333123
580	0.1302956624
581	0.1302684934
582	0.1302249084
583	0.1301603365
584	0.1300974529
585	0.1300431371
586	0.1300184405
587	0.1299797699
588	0.1299292017
589	0.1298898921
590	0.1298605671
591	0.1298229436
592	0.1297860549
593	0.1297462176
594	0.1296923831
595	0.1296238158
596	0.129586477
597	0.1295277704
598	0.1294743525
599	0.1294441828
600	0.1294028144
601	0.1293546099
602	0.1293286898
603	0.1293083666
604	0.1292742237
605	0.1292372354
606	0.1291790071
607	0.1291081811
608	0.1290667447
609	0.1290410333
610	0.1290116387
611	0.1289766648
612	0.1289409959
613	0.1289119037
614	0.1288959456
615	0.1288505226
616	0.1288240641
617	0.128795937
618	0.1287585796
619	0.1287029915
620	0.1286628034
621	0.1286363927
622	0.1286058212
623	0.1285458362
624	0.1285158209
625	0.128475017
626	0.1284343903
627	0.1283893123
628	0.1283423841
629	0.1283031454
630	0.1282693056
631	0.1282150298
632	0.1281789405
633	0.1281424474
634	0.1281331506
635	0.1280741057
636	0.1280152758
637	0.1279634867
638	0.1279237261
639	0.1278721652
640	0.1278123566
641	0.1277637329
642	0.12769605
643	0.1276413041
644	0.1275900044
645	0.1275472893
646	0.127494546
647	0.1274583175
648	0.1274275247
649	0.1273865354
650	0.1273312045
651	0.1272869386
652	0.1272436286
653	0.1272171127
654	0.1271847744
655	0.1271477093
656	0.1270933562
657	0.1270602428
658	0.1270364858
659	0.1269949963
660	0.126947499
661	0.1269052284
662	0.1268552154
663	0.1268113524
664	0.126777848
665	0.1267493919
666	0.1267009653
667	0.1266876272
668	0.1266385753
669	0.1265959801
670	0.1265495711
671	0.1264904933
672	0.126467647
673	0.126444902
674	0.1264016426
675	0.1263429056
676	0.1263070059
677	0.1262586407
678	0.1262303724
679	0.1261859642
680	0.1261675003
681	0.1261245992
682	0.1260967024
683	0.1260617383
684	0.1260209428
685	0.12598849
686	0.1259653525
687	0.1259168626
688	0.1258699654
689	0.1258418624
690	0.1258095545
691	0.1257674206
692	0.1257451418
693	0.1256938782
694	0.1256554037
695	0.1256289669
696	0.1255871807
697	0.1255341073
698	0.1255061572
699	0.1254679385
700	0.1254339775
701	0.1253918722
702	0.1253518876
703	0.1253253421
704	0.1252699306
705	0.1252191271
706	0.1251816293
707	0.1251476959
708	0.1251209316
709	0.1250961452
710	0.1250751633
711	0.1250401878
712	0.125029059
713	0.1249980903
714	0.12495194
715	0.1249257514
716	0.1249025908
717	0.1248930992
718	0.1248465649
719	0.1247959047
720	0.1247363224
721	0.1246861487
722	0.1246129236
723	0.1245654284
724	0.1245423559
725	0.1245001451
726	0.1244496084
727	0.1243986219
728	0.124358886
729	0.1243298717
730	0.1242843665
731	0.1242187093
732	0.1241826667
733	0.1241265263
734	0.1240546232
735	0.1239798736
736	0.1239441518
737	0.1238965503
738	0.1238545131
739	0.1238178809
740	0.1237970226
741	0.123757463
742	0.1237063164
743	0.1236793179
744	0.1236144507
745	0.1235541748
746	0.1235142269
747	0.1234549265
748	0.1234079887
749	0.1233664871
750	0.123324307
751	0.1232858322
752	0.1232435772
753	0.1232106857
754	0.1231560856
755	0.1231320668
756	0.1231099756
757	0.1230656965
758	0.1230469344
759	0.1230049748
760	0.1229288931
761	0.1228971257
762	0.1228426603
763	0.1228229348
764	0.1227897129
765	0.122755765
766	0.1227275847
767	0.1226902512
768	0.1226649203
769	0.122619082
770	0.1225968042
771	0.1225678168
772	0.1225352304
773	0.1224980889
774	0.122487543
775	0.1224440768
776	0.1224115828
777	0.1223668984
778	0.122327751
779	0.1222786806
780	0.1222452975
781	0.1222037052
782	0.122192656
783	0.1221863607
784	0.1221437847
785	0.1221144966
786	0.1220644966
787	0.1220342072
788	0.1220153818
789	0.1219770176
790	0.1219516076
791	0.1219345797
792	0.1218742085
793	0.121845904
794	0.1218177872
795	0.1217887583
796	0.1217653866
797	0.1217086819
798	0.1216649184
799	0.1215873145
800	0.1215464966
801	0.1215120576
802	0.1214850837
803	0.1214555488
804	0.1214151779
805	0.1213919112
806	0.1213662549
807	0.1213263795
808	0.1212792345
809	0.1212501398
810	0.1212454075
811	0.1212131907
812	0.1211821617
813	0.1211652021
814	0.1211349393
815	0.1210995818
816	0.1210574324
817	0.121033888
818	0.1210095727
819	0.1209702831
820	0.1209260063
821	0.1208887929
822	0.1208582364
823	0.1208137824
824	0.1207707023
825	0.1207395275
826	0.120672986
827	0.1206403018
828	0.1205964974
829	0.1205620635
830	0.1205282168
831	0.1204955392
832	0.1204740619
833	0.1204387683
834	0.1203983209
835	0.1203728723
836	0.1203220179
837	0.120280574
838	0.1202429076
839	0.1201944654
840	0.1201554994
841	0.1201159299
842	0.1200731752
843	0.1200505612
844	0.1200234383
845	0.1199566924
846	0.1199420316
847	0.1199185123
848	0.1198870005
849	0.1198494231
850	0.1198099209
851	0.1197905488
852	0.1197582403
853	0.1197167899
854	0.1196686518
855	0.1196158767
856	0.1195844917
857	0.1195194883
858	0.1194704462
859	0.1194318931
860	0.1194023776
861	0.1193487187
862	0.1193225545
863	0.1192618856
864	0.1192265079
865	0.1192016359
866	0.1191650773
867	0.1191332976
868	0.1190961348
869	0.1190547646
870	0.1189967092
871	0.1189754538
872	0.1189550239
873	0.118915584
874	0.1188750155
875	0.1188510016
876	0.1188090783
877	0.1187527219
878	0.1187116149
879	0.1186746015
880	0.1186409237
881	0.1185888006
882	0.118553809
883	0.1185172977
884	0.1184705811
885	0.1184431366
886	0.1184143677
887	0.118369187
888	0.1183183495
889	0.1182763099
890	0.118256119
891	0.118201961
892	0.1181676772
893	0.1181300761
894	0.1180708231
895	0.1180305092
896	0.1179929412
897	0.117966095
898	0.1179203107
899	0.1178686275
900	0.1178346251
901	0.1177627798
902	0.1177192261
903	0.1176713777
904	0.1176295851
905	0.1175775677
906	0.1175545262
907	0.1175110759
908	0.1174813645
909	0.1174336911
910	0.1173903965
911	0.1173439258
912	0.1173129128
913	0.1172747998
914	0.1172247048
915	0.1172016194
916	0.1171817358
917	0.1171466509
918	0.1171177678
919	0.117080021
920	0.1170414846
921	0.1169985484
922	0.1169885797
923	0.1169636653
924	0.1169270707
925	0.1168885443
926	0.1168597096
927	0.1168139819
928	0.1167810547
929	0.1167667506
930	0.1167279551
931	0.1166687318
932	0.1166141102
933	0.1165843539
934	0.1165403309
935	0.1165237617
936	0.116479175
937	0.1164371603
938	0.116394901
939	0.1163521667
940	0.1163028895
941	0.1162648034
942	0.1162495313
943	0.1162101123
944	0.1161678887
945	0.1161355804
946	0.1161003849
947	0.1160661072
948	0.1160006843
949	0.1159616193
950	0.115941245
951	0.1159222571
952	0.1158980897
953	0.1158635557
954	0.1158173087
955	0.1157915668
956	0.1157475922
957	0.1157099838
958	0.1156695907
959	0.1156176875
960	0.1155727213
961	0.1155199603
962	0.1154739283
963	0.1154336781
964	0.1153922652
965	0.1153634007
966	0.1153436206
967	0.1153228064
968	0.1153035386
969	0.1152815637
970	0.1152648337
971	0.1152428375
972	0.1152275045
973	0.1151762746
974	0.1151590807
975	0.1151244476
976	0.1150864762
977	0.1150430998
978	0.1150054957
979	0.114985702
980	0.1149539083
981	0.1149382481
982	0.1148999997
983	0.1148470604
984	0.1148224125
985	0.1147899382
986	0.1147715899
987	0.1147364663
988	0.1146944565
989	0.1146591653
990	0.1146356953
991	0.1146239273
992	0.1146044942
993	0.1145799885
994	0.1145240043
995	0.1144918653
996	0.1144632144
997	0.1144349856
998	0.1144113289
999	0.1143757249
